filename	read_id	run_id	channel	mux	start_time	duration	template_start	template_duration	sequence_length_template	mean_qscore_template	barcode	alignment_genome	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_direction	alignment_length	alignment_num_aligned	alignment_num_correct	alignment_num_insertions	alignment_num_deletions	alignment_num_substitutions	alignment_mapq	alignment_strand_coverage	alignment_identity	alignment_accuracy	alignment_bed_hits
PBG63936_97c56afe_ea890032_120.pod5	d7a7d208-829b-43d0-8860-7a60f3844cf7	ea890032c0387f3c2d4d00fa478dd0c7f420c878	2953	4	174029	35.684	174029	35.4792	11710	24.7791	unclassified	chr1	13231	24938	0	11708	-	11727	11688	11622	20	19	66	28	0.999829	0.994353	0.991046	0
PBG63936_97c56afe_ea890032_46.pod5	37cfb6ee-788e-4e83-a5a4-d37c8c3e13bb	ea890032c0387f3c2d4d00fa478dd0c7f420c878	2011	1	41054.9	30.014	41054.9	30.012	13274	23.6161	unclassified	chr1	13282	26538	33	13268	+	13272	13219	13166	16	37	53	60	0.997062	0.995991	0.992013	0
PBG63936_97c56afe_ea890032_20.pod5	e840ff79-b85f-4dd6-9439-fb3e5af5c97a	ea890032c0387f3c2d4d00fa478dd0c7f420c878	2464	3	16007.6	102.958	16007.8	102.826	32566	29.8098	unclassified	chr1	13416	45573	7	32566	-	32599	32117	31935	442	40	182	36	0.999785	0.994333	0.979631	0
PBG63936_97c56afe_ea890032_95.pod5	b862d368-c04b-4cc7-bbae-615a908d2641	ea890032c0387f3c2d4d00fa478dd0c7f420c878	415	1	108225	19.0004	108226	18.8508	7608	24.8849	unclassified	chr1	13808	21404	0	7600	+	7612	7584	7544	16	12	40	60	0.998948	0.994726	0.991067	0
PBG63936_97c56afe_ea890032_42.pod5	0518fd57-bb98-4eee-9448-3f55b56e5ae6	ea890032c0387f3c2d4d00fa478dd0c7f420c878	1050	1	35082.8	75.2408	35082.9	75.1128	28921	28.0986	unclassified	chr1	14055	43007	0	28921	-	28980	28893	28708	28	59	185	48	1	0.993597	0.990614	0
PBG63936_97c56afe_ea890032_30.pod5	503849c6-11d7-4f1e-abbf-aeeb94312221	ea890032c0387f3c2d4d00fa478dd0c7f420c878	1374	2	23122.2	0.2594	23122.2	0.2574	99	28.0943	unclassified	chr1	14702	14801	1	99	-	99	98	98	0	1	0	0	0.989899	1	0.989899	0
PBG63936_97c56afe_ea890032_2.pod5	5f000599-2d4e-4da3-9f0c-8ed5df09a706	ea890032c0387f3c2d4d00fa478dd0c7f420c878	1386	1	2223.06	8.39	2223.18	8.2668	3910	22.0115	unclassified	chr1	15160	19073	0	3905	+	3925	3893	3864	12	20	29	38	0.998721	0.992551	0.984459	0
PBG63936_97c56afe_ea890032_2.pod5	62a99579-1cfc-4441-9df4-42ef4e6f4ff0	ea890032c0387f3c2d4d00fa478dd0c7f420c878	1386	1	2231.45	9.086	2231.58	8.958	3900	18.7992	unclassified	chr1	15160	19072	9	3900	-	3921	3882	3841	9	30	41	60	0.997692	0.989438	0.979597	0
PBG63936_97c56afe_ea890032_33.pod5	f533c16d-04d7-4cb1-9da1-ffe828822b79	ea890032c0387f3c2d4d00fa478dd0c7f420c878	127	4	26238.2	32.8556	26238.3	32.7324	12379	29.3354	unclassified	chr1	15171	27547	0	12370	+	12381	12365	12325	5	11	40	31	0.999273	0.996765	0.995477	0
PBG63936_97c56afe_ea890032_30.pod5	50678897-53ef-42b0-9449-ac8752641ba6	ea890032c0387f3c2d4d00fa478dd0c7f420c878	1374	2	23120.2	0.2538	23120.2	0.2518	105	23.8775	unclassified	chr1	15501	15605	0	105	-	105	104	104	1	0	0	0	1	1	0.990476	0
PBG63936_97c56afe_ea890032_95.pod5	eba1c006-ee3e-444e-b4bf-a84244b72b61	ea890032c0387f3c2d4d00fa478dd0c7f420c878	595	3	109013	33.1324	109013	33.1304	15001	24.8263	unclassified	chr1	15794	30782	37	15001	+	15013	14939	14851	25	49	88	60	0.997534	0.994109	0.989209	0
PBG63936_97c56afe_ea890032_82.pod5	4b1fca01-45ea-48a1-945b-4a3c1230b17a	ea890032c0387f3c2d4d00fa478dd0c7f420c878	1342	1	92969.7	2.6872	92969.7	2.6852	1181	14.3814	unclassified	chr1	15932	17133	0	1181	-	1212	1170	1151	11	31	19	60	1	0.983761	0.94967	0
PBG63936_97c56afe_ea890032_41.pod5	dcb14278-c3e1-4817-8761-e7c1d3640826	ea890032c0387f3c2d4d00fa478dd0c7f420c878	1089	4	34758.8	17.2942	34758.8	17.2922	4353	12.3764	unclassified	chr1	15941	20331	7	4349	-	4465	4267	4123	75	123	144	7	0.997473	0.966253	0.923404	0
PBG63936_97c56afe_ea890032_90.pod5	4f7a740b-7e14-499b-b3b2-eb431260f173	ea890032c0387f3c2d4d00fa478dd0c7f420c878	547	3	101295	14.2066	101295	14.2046	6053	24.6517	unclassified	chr1	16089	22098	27	6043	+	6020	6005	5981	11	4	24	38	0.993887	0.996003	0.993522	0
PBG63936_97c56afe_ea890032_85.pod5	98ad5841-2a31-49cf-a5fb-23def499ecb6	ea890032c0387f3c2d4d00fa478dd0c7f420c878	640	4	95711.3	5.2112	95711.4	5.052	2080	25.4725	unclassified	chr1	16693	18768	7	2080	-	2077	2071	2064	2	4	7	60	0.996635	0.99662	0.993741	0
PBG63936_97c56afe_ea890032_27.pod5	d0b9db38-1a1c-4ae7-8905-6db069574b22	ea890032c0387f3c2d4d00fa478dd0c7f420c878	409	4	20939.8	1.8128	20939.9	1.704	551	25.2167	unclassified	chr1	16785	17324	12	551	-	539	539	537	0	0	2	38	0.978221	0.996289	0.996289	0
PBG63936_97c56afe_ea890032_82.pod5	1a91d1bf-ec63-4701-b760-7a03615c8c18	ea890032c0387f3c2d4d00fa478dd0c7f420c878	1342	1	92967.7	1.9062	92967.7	1.9042	758	9.33113	unclassified	chr1	17198	17999	4	758	-	824	731	695	23	70	36	9	0.994723	0.950752	0.843447	0
PBG63936_97c56afe_ea890032_32.pod5	eb1ab77c-fceb-4297-9da8-99ef97abb0f9	ea890032c0387f3c2d4d00fa478dd0c7f420c878	1210	3	25259.9	4.194	25259.9	4.192	1618	25.7518	unclassified	chr1	17298	18879	32	1612	+	1583	1578	1575	2	3	3	32	0.976514	0.998099	0.994946	0
PBG63936_97c56afe_ea890032_50.pod5	53d8f343-f830-4277-9708-56e554d06639	ea890032c0387f3c2d4d00fa478dd0c7f420c878	1415	3	41520.1	110.997	41520.3	110.797	26649	26.593	unclassified	chr1	17299	43944	0	26649	+	26703	26591	26436	58	54	155	39	1	0.994171	0.990001	0
PBG63936_97c56afe_ea890032_52.pod5	1507dc66-8a4d-4604-a8d4-a79ba4769dd5	ea890032c0387f3c2d4d00fa478dd0c7f420c878	296	1	48151.1	62.4248	48151.2	62.3064	26145	16.3079	unclassified	chr1	17346	43636	0	26145	-	26478	25957	25534	188	333	423	48	1	0.983704	0.964348	0
PBG63936_97c56afe_ea890032_95.pod5	83c4c5bd-7b86-4347-a48e-76a149a9af53	ea890032c0387f3c2d4d00fa478dd0c7f420c878	415	1	108215	10.0496	108215	9.9192	4034	27.7945	unclassified	chr1	17368	21404	0	4034	-	4037	4033	4020	1	3	13	9	1	0.996777	0.995789	0
PBG63936_97c56afe_ea890032_89.pod5	710e181f-2831-436a-89f2-209abc97ba02	ea890032c0387f3c2d4d00fa478dd0c7f420c878	1301	3	99518.7	27.74	99518.8	27.6456	11605	26.3365	unclassified	chr1	17741	29332	0	11599	+	11616	11574	11530	25	17	44	20	0.999483	0.996198	0.992596	0
PBG63936_97c56afe_ea890032_16.pod5	11c98a19-db7b-40c5-998b-5ae7b9dfc960	ea890032c0387f3c2d4d00fa478dd0c7f420c878	2441	3	13035.3	4.286	13035.4	4.1652	1760	25.4104	unclassified	chr1	17760	19511	6	1760	-	1755	1750	1748	4	1	2	17	0.996591	0.998857	0.996011	0
PBG63936_97c56afe_ea890032_4.pod5	03ed4e1b-90a9-4e3d-8dcc-c54504b3ceb3	ea890032c0387f3c2d4d00fa478dd0c7f420c878	2690	2	3956.91	2.7704	3957.01	2.67	1209	15.6218	unclassified	chr1	18290	19497	11	1208	-	1213	1191	1181	6	16	10	17	0.990074	0.991604	0.973619	0
PBG63936_97c56afe_ea890032_54.pod5	bd6356b6-5036-4603-bcdd-66889710986f	ea890032c0387f3c2d4d00fa478dd0c7f420c878	1569	1	51500.7	4.448	51500.9	4.2624	1951	24.2253	unclassified	chr1	19548	21496	0	1945	+	1949	1944	1925	1	4	19	25	0.996925	0.990226	0.987686	0
PBG63936_97c56afe_ea890032_68.pod5	d31c2e01-3451-4941-98be-d2b6a19144bf	ea890032c0387f3c2d4d00fa478dd0c7f420c878	2528	2	78245.5	6.6356	78245.6	6.5652	2929	22.3587	unclassified	chr1	19561	22491	7	2929	-	2937	2915	2881	7	15	34	22	0.99761	0.988336	0.980933	0
PBG63936_97c56afe_ea890032_38.pod5	acaf1ad5-4e57-4e1d-b96b-51639511b6cc	ea890032c0387f3c2d4d00fa478dd0c7f420c878	2086	3	32370.4	4.7984	32370.5	4.716	1996	22.6953	unclassified	chr1	20098	22082	8	1996	-	1993	1979	1971	9	5	8	0	0.995992	0.995958	0.988961	0
PBG63936_97c56afe_ea890032_8.pod5	ce7bca36-86b4-470f-8993-fea66640a348	ea890032c0387f3c2d4d00fa478dd0c7f420c878	314	1	7294.81	27.0946	7294.81	27.0926	10784	23.8348	unclassified	chr1	21736	32527	28	10775	+	10811	10727	10648	20	64	79	7	0.996569	0.992635	0.984923	0
PBG63936_97c56afe_ea890032_27.pod5	52ad85e8-a561-41a2-9508-ddba67a8c2fb	ea890032c0387f3c2d4d00fa478dd0c7f420c878	617	2	21366.9	1.2692	21367	1.1244	431	25.0597	unclassified	chr1	21799	22219	0	420	+	420	420	418	0	0	2	0	0.974478	0.995238	0.995238	0
PBG63936_97c56afe_ea890032_47.pod5	cfbf949f-fae5-4636-a3d3-2062b38ec2a4	ea890032c0387f3c2d4d00fa478dd0c7f420c878	168	2	42475.6	17.2796	42475.7	17.1864	6747	28.1788	unclassified	chr1	22017	28758	6	6747	-	6754	6728	6634	13	13	94	1	0.999111	0.986029	0.982233	0
PBG63936_97c56afe_ea890032_113.pod5	fb45b052-9fd2-4e8b-a005-2d2ea45d86b2	ea890032c0387f3c2d4d00fa478dd0c7f420c878	147	1	145880	25.8884	145880	25.7772	10476	29.5729	unclassified	chr1	22842	33339	0	10476	+	10508	10465	10393	11	32	72	8	1	0.99312	0.989056	0
PBG63936_97c56afe_ea890032_62.pod5	d47e3a04-d921-4dbc-a40b-e50a58c50a81	ea890032c0387f3c2d4d00fa478dd0c7f420c878	2826	1	66099.2	16.634	66099.3	16.5564	6716	25.3552	unclassified	chr1	23116	29840	0	6707	+	6731	6700	6662	7	24	38	1	0.99866	0.994328	0.989749	0
PBG63936_97c56afe_ea890032_62.pod5	7d3a8169-92f6-4d01-a342-00ae423773fa	ea890032c0387f3c2d4d00fa478dd0c7f420c878	2826	1	66081.8	17.4284	66081.9	17.3388	6732	32.0726	unclassified	chr1	23116	29840	7	6732	-	6730	6719	6681	6	5	38	10	0.99896	0.994344	0.992719	0
PBG63936_97c56afe_ea890032_65.pod5	1f6c757c-6f35-43ea-bef4-440c0697243c	ea890032c0387f3c2d4d00fa478dd0c7f420c878	1853	2	72623.2	7.7048	72623.3	7.6056	3248	24.9809	unclassified	chr1	24028	27269	6	3248	-	3248	3235	3204	7	6	31	0	0.998153	0.990417	0.986453	0
PBG63936_97c56afe_ea890032_65.pod5	b53acdc7-8a59-4047-b42f-308d010fbaef	ea890032c0387f3c2d4d00fa478dd0c7f420c878	1853	2	72631	7.2104	72631.1	7.0992	3247	23.528	unclassified	chr1	24029	27270	0	3240	+	3248	3233	3200	7	8	33	0	0.997844	0.989793	0.985222	0
PBG63936_97c56afe_ea890032_80.pod5	8bacc8cd-2cf9-49a7-a38f-66a2bd5f1284	ea890032c0387f3c2d4d00fa478dd0c7f420c878	2105	4	90196.3	13.011	90196.3	13.009	5604	23.3375	unclassified	chr1	24201	28562	30	4390	+	4364	4357	4346	3	4	11	0	0.778016	0.997475	0.995875	0
